Time(s), Force_Z
37.5686, 0.01506205
37.5686, 0.01377500
37.5686, 0.01364935
37.5696, 0.01380220
37.5696, 0.01368993
37.5696, 0.01000457
37.5696, 0.00993008
37.5696, 0.01381814
37.5710, 0.01123232
37.5725, 0.01741087
37.5732, 0.01744781
37.5732, 0.01371713
37.5745, 0.01111809
37.5745, 0.01500698
37.5745, 0.01128044
37.5842, 0.01241769
37.5842, 0.01377500
37.5842, 0.01259666
37.5852, 0.01123572
37.5852, 0.01133748
37.5852, 0.01254211
37.5852, 0.01741730
37.5862, 0.01375036
37.5862, 0.01373805
37.5862, 0.01255972
37.5862, 0.01249134
37.5882, 0.00760846
37.5882, 0.01498756
37.5882, 0.01119091
37.5882, 0.01377136
37.5882, 0.00996256
37.6003, 0.01374583
37.6008, 0.01499557
37.6008, 0.01734779
37.6008, 0.01244405
37.6008, 0.01257543
37.6018, 0.01386180
37.6018, 0.01256946
37.6028, 0.01374433
37.6028, 0.01228584
37.6028, 0.01505254
37.6028, 0.01365993
37.6028, 0.01128128
37.6028, 0.01119091
37.6028, 0.01374780
37.6160, 0.01130070
37.6160, 0.01237454
37.6160, 0.01503335
37.6170, 0.01498756
37.6170, 0.01126474
37.6180, 0.01244489
37.6180, 0.01001688
37.6180, 0.00869380
37.6180, 0.01131996
37.6180, 0.00982544
37.6195, 0.01258004
37.6206, 0.00990982
37.6206, 0.01368382
37.6206, 0.01245771
37.6321, 0.01126209
37.6331, 0.00999059
37.6331, 0.01248425
37.6345, 0.00995297
37.6345, 0.01249912
37.6345, 0.01132690
37.6345, 0.01248408
37.6355, 0.01375995
37.6365, 0.01120679
37.6365, 0.01368200
37.6365, 0.00999944
37.6375, 0.01245803
37.6375, 0.01107691
37.6375, 0.01371085
37.6395, 0.01003803
37.6400, 0.01366439
37.6400, 0.01117512
37.6400, 0.01130681
37.6470, 0.01124183
37.6470, 0.01366356
37.6470, 0.01124010
37.6470, 0.01372226
37.6482, 0.01128044
37.6492, 0.00872166
37.6492, 0.01114875
37.6492, 0.00867694
37.6492, 0.00995365
37.6492, 0.01002399
37.6503, 0.00871835
37.6503, 0.01262733
37.6503, 0.01120149
37.6513, 0.00865685
37.6513, 0.01124630
37.6513, 0.01119869
37.6513, 0.01254747
37.6513, 0.01240174
37.6523, 0.00871835
37.6623, 0.01631784
37.6623, 0.00992645
37.6623, 0.01004953
37.6637, 0.01257641
37.6637, 0.01130085
37.6647, 0.01001696
37.6647, 0.01128673
37.6647, 0.00744858
37.6647, 0.00995645
37.6659, 0.00992925
37.6659, 0.01126722
37.6659, 0.01373722
37.6774, 0.01376888
37.6774, 0.01503401
37.6774, 0.01250970
37.6784, 0.01248076
37.6799, 0.01243431
37.6799, 0.00873149
37.6799, 0.01626320
37.6799, 0.01118570
37.6799, 0.01362405
37.6814, 0.01497600
37.6814, 0.01114529
37.6819, 0.01119538
37.6830, 0.01259303
37.6830, 0.01124532
37.6930, 0.01244986
37.6941, 0.01248854
37.6953, 0.01121728
37.6963, 0.00996944
37.6963, 0.01122687
37.6975, 0.01116818
37.6975, 0.01255186
37.6985, 0.01247638
37.6995, 0.01503765
37.7000, 0.01250275
37.7000, 0.00877901
37.7000, 0.01122687
37.7000, 0.00879564
37.7000, 0.01244820
37.7000, 0.01241670
37.7000, 0.00744792
37.7039, 0.01131731
37.7095, 0.01252647
37.7095, 0.00751017
37.7095, 0.01502004
37.7095, 0.01251854
37.7095, 0.01377053
37.7106, 0.01130598
37.7106, 0.01240008
37.7106, 0.01127779
37.7106, 0.01244820
37.7130, 0.00995198
37.7130, 0.01625980
37.7143, 0.01123572
37.7143, 0.01126987
37.7143, 0.01255632
37.7143, 0.00882201
37.7143, 0.01244125
37.7143, 0.01121811
37.7143, 0.00997933
37.7143, 0.01745228
37.7153, 0.00997570
37.7153, 0.00874108
37.7253, 0.01121811
37.7263, 0.00992215
37.7263, 0.01002316
37.7263, 0.01122687
37.7263, 0.00877448
37.7263, 0.01002059
37.7273, 0.01251491
37.7273, 0.01365546
37.7273, 0.01505344
37.7273, 0.01247638
37.7273, 0.01248076
37.7413, 0.01249912
37.7418, 0.01013278
37.7418, 0.00995198
37.7418, 0.00875091
37.7443, 0.01372226
37.7443, 0.01120315
37.7443, 0.01261592
37.7453, 0.01496119
37.7453, 0.01003010
37.7453, 0.01117860
37.7453, 0.01124961
37.7453, 0.01366786
37.7453, 0.01132690
37.7569, 0.00880621
37.7580, 0.01117149
37.7594, 0.01121290
37.7594, 0.01364869
37.7594, 0.01631519
37.7594, 0.01247457
37.7594, 0.01258087
37.7594, 0.00998002
37.7610, 0.00879812
37.7610, 0.01385485
37.7610, 0.01249912
37.7610, 0.01130070
37.7610, 0.01379162
37.7634, 0.01260981
37.7639, 0.01130053
37.7639, 0.01500070
37.7639, 0.01122952
37.7639, 0.01369076
37.7729, 0.01234734
37.7729, 0.01497004
37.7729, 0.01124803
37.7729, 0.01135327
37.7744, 0.01248771
37.7758, 0.01128044
37.7758, 0.01358990
37.7758, 0.01246944
37.7758, 0.01242463
37.7758, 0.01498061
37.7758, 0.01492258
37.7758, 0.01876833
37.7758, 0.01000654
37.7758, 0.01626320
37.7778, 0.01124895
37.7778, 0.01375747
37.7778, 0.01247457
37.7778, 0.01127863
37.7882, 0.01377220
37.7882, 0.01245183
37.7882, 0.01248160
37.7882, 0.00884656
37.7897, 0.01116538
37.7897, 0.01499021
37.7897, 0.01258889
37.7897, 0.01258352
37.7897, 0.01369076
37.7907, 0.01132788
37.7907, 0.00878506
37.7922, 0.01120595
37.7922, 0.00999422
37.7922, 0.01742508
37.7934, 0.01502790
37.8033, 0.01372143
37.8033, 0.00999762
37.8033, 0.01005730
37.8033, 0.01249217
37.8033, 0.01120315
37.8033, 0.01387421
37.8033, 0.01245961
37.8033, 0.00997224
37.8033, 0.01114958
37.8033, 0.01254641
37.8033, 0.01247457
37.8043, 0.01500946
37.8043, 0.01118918
37.8068, 0.01370474
37.8068, 0.01126382
37.8195, 0.00746536
37.8195, 0.01130863
37.8201, 0.01250358
37.8201, 0.00863576
37.8216, 0.01004151
37.8231, 0.01496813
37.8246, 0.01617837
37.8246, 0.00996944
37.8256, 0.01999510
37.8256, 0.01011517
37.8266, 0.01232544
37.8266, 0.01115480
37.8266, 0.00984221
37.8350, 0.01123051
37.8350, 0.01384352
37.8360, 0.01497350
37.8360, 0.01742144
37.8360, 0.01119258
37.8360, 0.01241488
37.8370, 0.01245705
37.8370, 0.01252549
37.8380, 0.01129102
37.8380, 0.01371713
37.8380, 0.01263701
37.8380, 0.01502170
37.8395, 0.00748380
37.8395, 0.01882470
37.8395, 0.01246482
37.8395, 0.00992826
37.8395, 0.01001514
37.8395, 0.01363273
37.8420, 0.01497698
37.8420, 0.01123927
37.8497, 0.01260459
37.8497, 0.01132690
37.8497, 0.01384254
37.8497, 0.01114181
37.8511, 0.01366093
37.8511, 0.01114875
37.8511, 0.01121373
37.8521, 0.01364762
37.8521, 0.01370027
37.8521, 0.01244125
37.8521, 0.01381617
37.8521, 0.01125423
37.8542, 0.01124713
37.8547, 0.00744247
37.8558, 0.01258699
37.8649, 0.01119123
37.8649, 0.01004515
37.8649, 0.01258609
37.8670, 0.01747236
37.8670, 0.01134716
37.8670, 0.01126209
37.8670, 0.01124630
37.8680, 0.01255087
37.8680, 0.01503765
37.8680, 0.01370390
37.8692, 0.01133053
37.8692, 0.00634498
37.8692, 0.01118480
37.8700, 0.00866379
37.8808, 0.01495523
37.8808, 0.01368796
37.8818, 0.01133416
37.8818, 0.01121290
37.8841, 0.01122687
37.8841, 0.01118910
37.8841, 0.01003010
37.8841, 0.01114166
37.8852, 0.00997224
37.8852, 0.00877258
37.8852, 0.00881143
37.8852, 0.01004151
37.8852, 0.01127615
37.8852, 0.01386445
37.8960, 0.01134021
37.8971, 0.00997653
37.8971, 0.01241307
37.8971, 0.01008004
37.8981, 0.01130416
37.8981, 0.01000290
37.8996, 0.00876397
37.8996, 0.01121546
37.8996, 0.01363025
37.8996, 0.01376525
37.9006, 0.01498061
37.9006, 0.01244918
37.9006, 0.00994670
37.9006, 0.01373820
37.9006, 0.01372136
37.9123, 0.01368811
37.9133, 0.01122506
37.9133, 0.00989924
37.9133, 0.01381088
37.9133, 0.01374499
37.9133, 0.01251574
37.9133, 0.01254211
37.9133, 0.01004151
37.9153, 0.01369687
37.9153, 0.01251854
37.9153, 0.00871140
37.9153, 0.01247820
37.9153, 0.01117512
37.9153, 0.01133765
37.9163, 0.01369324
37.9163, 0.01005730
37.9163, 0.01509899
37.9282, 0.00873512
37.9282, 0.01132359
37.9282, 0.01251673
37.9292, 0.01008797
37.9297, 0.01245001
37.9302, 0.01124183
37.9302, 0.01012831
37.9312, 0.00990273
37.9312, 0.01249581
37.9312, 0.01368796
37.9323, 0.00881572
37.9323, 0.01002754
37.9333, 0.01261419
37.9340, 0.01231039
37.9437, 0.01505775
37.9437, 0.01256946
37.9437, 0.00870860
37.9449, 0.01255797
37.9449, 0.01621070
37.9449, 0.00999762
37.9449, 0.01257030
37.9449, 0.01129010
37.9470, 0.01000373
37.9470, 0.01129275
37.9480, 0.01241488
37.9480, 0.01497698
37.9480, 0.01001696
37.9480, 0.01000290
37.9480, 0.01381088
37.9480, 0.01244489
37.9480, 0.00871835
37.9480, 0.01258261
37.9480, 0.01620706
37.9593, 0.01007053
37.9598, 0.01369142
37.9598, 0.00747164
37.9598, 0.01241125
37.9598, 0.01370739
37.9613, 0.00747495
37.9618, 0.01251392
37.9628, 0.01119091
37.9628, 0.01365828
37.9649, 0.00878506
37.9649, 0.01501393
37.9649, 0.00616063
37.9649, 0.01131739
37.9649, 0.01248886
37.9736, 0.01117149
37.9756, 0.01504369
37.9756, 0.01622467
37.9766, 0.00628265
37.9766, 0.01250275
37.9766, 0.00497345
37.9766, 0.01122952
37.9776, 0.01249581
37.9776, 0.01259220
37.9787, 0.00999944
37.9787, 0.01121630
37.9787, 0.00873066
37.9787, 0.01119175
37.9787, 0.00999944
37.9797, 0.01248160
37.9797, 0.01249497
37.9895, 0.01236065
37.9895, 0.01375384
37.9907, 0.01372159
37.9907, 0.00999422
37.9922, 0.01365993
37.9933, 0.00998901
37.9933, 0.00874818
37.9933, 0.00867279
37.9933, 0.00753034
37.9933, 0.01126382
37.9933, 0.01126019
37.9933, 0.00879647
37.9933, 0.01006788
37.9933, 0.01259145
37.9943, 0.01252995
37.9943, 0.01243068
38.0053, 0.00739072
38.0053, 0.01127681
38.0053, 0.01238322
38.0063, 0.01126987
38.0063, 0.01127961
38.0063, 0.01119001
38.0071, 0.00894295
38.0085, 0.01124532
38.0085, 0.01129359
38.0085, 0.01244125
38.0095, 0.01253600
38.0095, 0.00873843
38.0100, 0.01115314
38.0100, 0.01126465
38.0223, 0.01255889
38.0233, 0.01000034
38.0233, 0.01497698
38.0256, 0.00756887
38.0256, 0.01378467
38.0256, 0.01496119
38.0276, 0.01368382
38.0276, 0.00871752
38.0276, 0.01127350
38.0286, 0.01254226
38.0286, 0.01002399
38.0286, 0.01124630
38.0297, 0.01109089
38.0297, 0.01365018
38.0297, 0.01257641
38.0373, 0.00995281
38.0373, 0.01005647
38.0373, 0.01254641
38.0373, 0.00866031
38.0388, 0.01500698
38.0388, 0.01375482
38.0393, 0.01254128
38.0393, 0.00744247
38.0393, 0.01247803
38.0393, 0.01119455
38.0403, 0.01004151
38.0403, 0.01251160
38.0403, 0.01250192
38.0403, 0.00878506
38.0403, 0.00622296
38.0413, 0.00993785
38.0425, 0.01114860
38.0445, 0.01237892
38.0445, 0.00994852
38.0455, 0.01633709
38.0531, 0.01374863
38.0531, 0.01252549
38.0531, 0.00761367
38.0531, 0.00991527
38.0531, 0.01127681
38.0545, 0.01482157
38.0545, 0.01493317
38.0545, 0.01494805
38.0555, 0.01131376
38.0569, 0.01244820
38.0569, 0.00876134
38.0579, 0.01374863
38.0579, 0.01008829
38.0579, 0.01251491
38.0579, 0.01249217
38.0686, 0.01124267
38.0686, 0.01121546
38.0696, 0.01004151
38.0696, 0.00862965
38.0707, 0.01375384
38.0707, 0.01496036
38.0721, 0.01382940
38.0735, 0.01256756
38.0735, 0.00864023
38.0735, 0.01112586
38.0745, 0.01508147
38.0745, 0.01489803
38.0745, 0.01372235
38.0857, 0.01127267
38.0857, 0.01375136
38.0868, 0.00993091
38.0868, 0.01122506
38.0868, 0.01388015
38.0868, 0.01260724
38.0868, 0.00995281
38.0868, 0.01756461
38.0883, 0.01243762
38.0883, 0.01140502
38.0883, 0.00884292
38.0883, 0.01499641
38.0883, 0.01119175
38.0894, 0.01625286
38.0894, 0.01117875
38.0894, 0.01132079
38.0894, 0.00879200
38.0995, 0.01254938
38.1005, 0.01372226
38.1005, 0.01382955
38.1005, 0.00865685
38.1005, 0.01246580
38.1005, 0.01366356
38.1005, 0.01497615
38.1005, 0.01248854
38.1020, 0.01246580
38.1034, 0.01114777
38.1049, 0.01127002
38.1049, 0.00628083
38.1049, 0.01123647
38.1059, 0.01124961
38.1059, 0.01123051
38.1150, 0.01002316
38.1155, 0.00996869
38.1155, 0.01375119
38.1165, 0.00873694
38.1165, 0.01377839
38.1165, 0.00869016
38.1176, 0.00992645
38.1176, 0.01376177
38.1176, 0.01248076
38.1176, 0.01499021
38.1176, 0.00875703
38.1186, 0.01377666
38.1186, 0.01621871
38.1197, 0.00998017
38.1197, 0.01247209
38.1197, 0.01493134
38.1305, 0.01124108
38.1305, 0.01131739
38.1311, 0.01121910
38.1311, 0.00993273
38.1326, 0.01006705
38.1326, 0.01625286
38.1326, 0.01112950
38.1336, 0.01126019
38.1348, 0.01381980
38.1348, 0.01133053
38.1348, 0.01127160
38.1358, 0.00871057
38.1358, 0.01238950
38.1369, 0.01132970
38.1471, 0.01249217
38.1471, 0.00626662
38.1471, 0.00989495
38.1471, 0.01248688
38.1471, 0.01623525
38.1471, 0.01375557
38.1485, 0.00999059
38.1485, 0.00993190
38.1485, 0.01379955
38.1485, 0.01126036
38.1485, 0.00999059
38.1495, 0.01122869
38.1495, 0.01003358
38.1505, 0.01004854
38.1505, 0.00996008
38.1511, 0.01132260
38.1511, 0.01377583
38.1615, 0.01124448
38.1615, 0.00994670
38.1615, 0.01630295
38.1615, 0.00995281
38.1615, 0.01118480
38.1615, 0.01117777
38.1615, 0.01365843
38.1615, 0.01258004
38.1615, 0.00875968
38.1615, 0.00861303
38.1615, 0.01368018
38.1620, 0.01268868
38.1620, 0.00740832
38.1636, 0.01251408
38.1766, 0.01005382
38.1776, 0.01008466
38.1776, 0.01111809
38.1776, 0.00998100
38.1776, 0.01508493
38.1776, 0.01003010
38.1786, 0.01368993
38.1786, 0.01120232
38.1786, 0.01378831
38.1786, 0.01253946
38.1786, 0.01490597
38.1786, 0.00991504
38.1786, 0.01882553
38.1922, 0.01246497
38.1934, 0.01005829
38.1944, 0.01111362
38.1944, 0.01258955
38.1956, 0.01370474
38.1956, 0.01249912
38.1956, 0.01246580
38.1956, 0.01251589
38.1956, 0.01506741
38.1979, 0.00874207
38.1979, 0.01492704
38.1979, 0.01117149
38.1979, 0.01258609
38.1979, 0.01245249
38.1979, 0.01243166
38.2078, 0.01120769
38.2078, 0.01757966
38.2078, 0.00995645
38.2078, 0.01635387
38.2078, 0.01372929
38.2093, 0.01123036
38.2093, 0.00993628
38.2106, 0.01367292
38.2106, 0.00880780
38.2106, 0.01250275
38.2106, 0.00998728
38.2106, 0.01383038
38.2106, 0.01002036
38.2106, 0.01255352
38.2129, 0.01371713
38.2129, 0.01254822
38.2129, 0.01629931
38.2129, 0.01505873
38.2129, 0.00992561
38.2129, 0.01006342
38.2245, 0.01253517
38.2245, 0.01371085
38.2245, 0.01253169
38.2245, 0.01243845
38.2260, 0.01240612
38.2265, 0.01125688
38.2265, 0.01248771
38.2265, 0.01241935
38.2265, 0.01243860
38.2265, 0.01121373
38.2275, 0.01490944
38.2275, 0.00870959
38.2296, 0.00991950
38.2296, 0.00745743
38.2390, 0.00877365
38.2396, 0.01006160
38.2396, 0.00749173
38.2396, 0.01128044
38.2396, 0.01249217
38.2401, 0.01125944
38.2401, 0.01380393
38.2401, 0.00994141
38.2401, 0.01624658
38.2401, 0.00749158
38.2401, 0.01250275
38.2401, 0.01244737
38.2401, 0.01122687
38.2411, 0.01360289
38.2411, 0.00991527
38.2424, 0.01003094
38.2424, 0.01378814
38.2424, 0.01003010
38.2544, 0.01623343
38.2544, 0.01121895
38.2555, 0.00995281
38.2555, 0.01254211
38.2555, 0.01370655
38.2565, 0.01249134
38.2565, 0.01376871
38.2565, 0.00756192
38.2565, 0.01625286
38.2565, 0.00995016
38.2565, 0.01129359
38.2575, 0.01009243
38.2707, 0.01378119
38.2707, 0.01000192
38.2723, 0.01491912
38.2736, 0.00874472
38.2750, 0.01001431
38.2765, 0.01005829
38.2765, 0.01378814
38.2765, 0.00999762
38.2775, 0.01115140
38.2775, 0.01370655
38.2775, 0.01117595
38.2775, 0.01242463
38.2775, 0.01255978
38.2775, 0.01124895
38.2795, 0.01244670
38.2853, 0.01247903
38.2863, 0.01369324
38.2873, 0.00995645
38.2873, 0.01119091
38.2873, 0.00747247
38.2873, 0.01359595
38.2883, 0.00878423
38.2883, 0.00746189
38.2883, 0.01379955
38.2883, 0.01130681
38.2898, 0.01247638
38.2898, 0.01250094
38.2898, 0.01625286
38.2898, 0.00880621
38.2913, 0.01620194
38.2913, 0.01120837
38.2919, 0.01121630
38.2919, 0.01123382
38.2919, 0.01249664
38.2933, 0.01236760
38.2933, 0.01254641
38.3020, 0.01245183
38.3020, 0.01375309
38.3020, 0.01003010
38.3020, 0.00887987
38.3035, 0.01244125
38.3035, 0.01387320
38.3035, 0.01134104
38.3047, 0.01256863
38.3047, 0.00875786
38.3047, 0.01124183
38.3047, 0.00994950
38.3047, 0.01493747
38.3047, 0.01126903
38.3047, 0.01370474
38.3058, 0.01130318
38.3068, 0.01232362
38.3158, 0.01236048
38.3158, 0.01497698
38.3168, 0.00998100
38.3168, 0.00757068
38.3168, 0.01125936
38.3168, 0.01376457
38.3168, 0.01251053
38.3168, 0.01006523
38.3168, 0.01108990
38.3190, 0.01119538
38.3196, 0.01377500
38.3196, 0.01374433
38.3313, 0.01246217
38.3313, 0.01257278
38.3318, 0.01496119
38.3347, 0.01637314
38.3357, 0.01120563
38.3357, 0.00868239
38.3365, 0.01135773
38.3365, 0.00998100
38.3365, 0.01125407
38.3365, 0.01005730
38.3375, 0.01757585
38.3375, 0.01251160
38.3471, 0.00999059
38.3486, 0.00748993
38.3486, 0.01374070
38.3486, 0.01249217
38.3486, 0.01381897
38.3496, 0.01373110
38.3496, 0.00872454
38.3496, 0.01498756
38.3496, 0.01123126
38.3496, 0.01239116
38.3506, 0.01135327
38.3506, 0.01625649
38.3521, 0.01373027
38.3521, 0.01247638
38.3534, 0.00870694
38.3534, 0.00999241
38.3540, 0.00750835
38.3540, 0.01117777
38.3540, 0.01008186
38.3635, 0.00857608
38.3650, 0.01380823
38.3650, 0.01238753
38.3655, 0.00990636
38.3655, 0.01380220
38.3655, 0.01008451
38.3655, 0.01244125
38.3665, 0.01116818
38.3665, 0.00998365
38.3665, 0.01134632
38.3665, 0.01123232
38.3665, 0.00764979
38.3665, 0.01246497
38.3676, 0.01256848
38.3676, 0.00867362
38.3686, 0.01130416
38.3790, 0.01115503
38.3796, 0.00871140
38.3796, 0.01114809
38.3796, 0.01373805
38.3796, 0.01010376
38.3796, 0.00992033
38.3811, 0.01501914
38.3811, 0.01503418
38.3811, 0.01118480
38.3823, 0.01136137
38.3833, 0.01383560
38.3833, 0.01382675
38.3833, 0.01003094
38.3833, 0.00875869
38.3843, 0.00628884
38.3942, 0.01488292
38.3942, 0.01376805
38.3952, 0.01366439
38.3952, 0.00873679
38.3952, 0.01247638
38.3952, 0.01119356
38.3952, 0.00992561
38.3952, 0.00869115
38.3952, 0.01121895
38.3973, 0.01125324
38.3973, 0.01125688
38.3973, 0.01381171
38.3983, 0.01132690
38.3983, 0.01257906
38.3983, 0.00986412
38.3983, 0.01004068
38.4094, 0.00997042
38.4110, 0.01127779
38.4120, 0.01000373
38.4120, 0.01259998
38.4120, 0.01134104
38.4133, 0.01120679
38.4133, 0.01241405
38.4133, 0.00993356
38.4153, 0.01245803
38.4153, 0.01371531
38.4153, 0.00877109
38.4153, 0.00757250
38.4153, 0.01497615
38.4163, 0.01507444
38.4255, 0.00875091
38.4255, 0.01367134
38.4255, 0.01118555
38.4255, 0.01126102
38.4268, 0.00881656
38.4268, 0.01369333
38.4268, 0.00873414
38.4268, 0.00750579
38.4268, 0.00741527
38.4268, 0.01241488
38.4268, 0.00998002
38.4268, 0.01128376
38.4278, 0.01497963
38.4290, 0.00997653
38.4290, 0.01255269
38.4295, 0.00746801
38.4300, 0.01127598
38.4401, 0.00986858
38.4416, 0.00882630
38.4421, 0.01494373
38.4431, 0.01255715
38.4431, 0.01124961
38.4431, 0.00874993
38.4431, 0.01128128
38.4431, 0.01115760
38.4431, 0.01127184
38.4431, 0.00997918
38.4442, 0.00865337
38.4452, 0.01249482
38.4452, 0.01255698
38.4462, 0.01246151
38.4554, 0.00749173
38.4554, 0.01375119
38.4566, 0.01003788
38.4566, 0.01246845
38.4574, 0.00997737
38.4574, 0.01514297
38.4574, 0.01258087
38.4574, 0.01365993
38.4574, 0.01239033
38.4574, 0.01502707
38.4584, 0.01121895
38.4584, 0.01383808
38.4604, 0.01378119
38.4604, 0.01246482
38.4604, 0.01124267
38.4604, 0.01504196
38.4604, 0.00999316
38.4709, 0.00879200
38.4709, 0.00993339
38.4723, 0.00877207
38.4740, 0.01257641
38.4751, 0.01117315
38.4761, 0.01129540
38.4761, 0.01366258
38.4761, 0.00882019
38.4761, 0.00626694
38.4761, 0.01113305
38.4761, 0.01112255
38.4775, 0.01368018
38.4775, 0.00998728
38.4775, 0.01251854
38.4868, 0.01246151
38.4868, 0.01498243
38.4873, 0.01001431
38.4873, 0.01256583
38.4878, 0.01118192
38.4888, 0.01111446
38.4888, 0.01120944
38.4893, 0.01370292
38.4893, 0.01260013
38.4898, 0.00998365
38.4898, 0.01112950
38.4898, 0.00875869
38.4898, 0.01242448
38.4898, 0.01123655
38.4908, 0.01005730
38.4908, 0.00878506
38.4908, 0.01125589
38.5027, 0.01132260
38.5027, 0.01130318
38.5027, 0.01249134
38.5027, 0.01504822
38.5027, 0.01124350
38.5027, 0.01245705
38.5027, 0.01624923
38.5039, 0.01120315
38.5049, 0.01244457
38.5049, 0.01129987
38.5049, 0.01252036
38.5049, 0.01121290
38.5049, 0.01015295
38.5181, 0.00873051
38.5196, 0.01367497
38.5196, 0.00743189
38.5196, 0.00995365
38.5196, 0.01131715
38.5196, 0.01246762
38.5196, 0.01632652
38.5196, 0.01497698
38.5196, 0.01255352
38.5211, 0.01260724
38.5211, 0.00627388
38.5211, 0.01251062
38.5245, 0.01244125
38.5245, 0.01008186
38.5258, 0.01240612
38.5335, 0.01508064
38.5335, 0.00619478
38.5335, 0.01257989
38.5335, 0.00994414
38.5345, 0.01252632
38.5345, 0.01246944
38.5345, 0.01365745
38.5370, 0.01129797
38.5370, 0.01617920
38.5375, 0.01119538
38.5375, 0.01373027
38.5375, 0.01371713
38.5375, 0.00865685
38.5386, 0.01126903
38.5386, 0.01500335
38.5386, 0.01122506
38.5396, 0.00999422
38.5396, 0.01122226
38.5396, 0.00756010
38.5396, 0.01378021
38.5487, 0.01248440
38.5504, 0.00994065
38.5509, 0.01125589
38.5509, 0.01118290
38.5509, 0.01368102
38.5509, 0.01118463
38.5509, 0.01363290
38.5519, 0.01236033
38.5519, 0.01384337
38.5529, 0.01002679
38.5539, 0.01121630
38.5549, 0.01377416
38.5549, 0.01130070
38.5549, 0.01379856
38.5549, 0.00878852
38.5646, 0.01369076
38.5646, 0.01249036
38.5646, 0.01120232
38.5646, 0.01010823
38.5656, 0.01114875
38.5656, 0.01119538
38.5667, 0.01622566
38.5677, 0.01130416
38.5677, 0.00998794
38.5677, 0.01004151
38.5677, 0.01244737
38.5677, 0.01509470
38.5677, 0.01118570
38.5677, 0.01254590
38.5677, 0.01257641
38.5803, 0.01371779
38.5803, 0.01378897
38.5815, 0.01366961
38.5828, 0.01122589
38.5828, 0.01371433
38.5838, 0.01242984
38.5838, 0.01254574
38.5851, 0.01245085
38.5851, 0.01127598
38.5851, 0.01374416
38.5861, 0.01260981
38.5861, 0.01254574
38.5961, 0.01628617
38.5961, 0.01127598
38.5961, 0.01008102
38.5971, 0.00500346
38.5971, 0.01125143
38.5981, 0.00996861
38.5993, 0.01126284
38.5993, 0.01126903
38.5993, 0.01378021
38.5993, 0.00874388
38.5993, 0.01245266
38.5993, 0.00867362
38.5993, 0.00746718
38.6006, 0.01249846
38.6006, 0.01135773
38.6006, 0.01124010
38.6021, 0.00990106
38.6034, 0.01249217
38.6034, 0.01119786
38.6129, 0.01135410
38.6138, 0.00880515
38.6138, 0.01512635
38.6138, 0.01373110
38.6150, 0.00871140
38.6150, 0.01501393
38.6150, 0.01369771
38.6150, 0.01002134
38.6150, 0.01130598
38.6150, 0.01255284
38.6150, 0.01127764
38.6150, 0.01246217
38.6172, 0.01504542
38.6172, 0.01117595
38.6172, 0.00992123
38.6172, 0.01132773
38.6172, 0.01129540
38.6266, 0.01516306
38.6266, 0.01256062
38.6272, 0.01506485
38.6282, 0.01003177
38.6282, 0.00750579
38.6293, 0.01379079
38.6293, 0.01125952
38.6298, 0.01003638
38.6298, 0.01129805
38.6303, 0.00873414
38.6303, 0.01000117
38.6311, 0.01000737
38.6311, 0.01256410
38.6321, 0.01129540
38.6422, 0.01636081
38.6427, 0.01241670
38.6438, 0.01500350
38.6438, 0.01377681
38.6438, 0.00989495
38.6438, 0.00768650
38.6438, 0.00992645
38.6448, 0.01126102
38.6453, 0.01123647
38.6458, 0.01003457
38.6458, 0.01245001
38.6468, 0.01252021
38.6468, 0.00991610
38.6468, 0.01247209
38.6582, 0.01245001
38.6582, 0.01247903
38.6589, 0.01250192
38.6589, 0.01250623
38.6594, 0.00866296
38.6594, 0.01239480
38.6594, 0.01371350
38.6607, 0.01380220
38.6607, 0.01125143
38.6617, 0.01371895
38.6617, 0.01505064
38.6642, 0.01626675
38.6642, 0.01378203
38.6642, 0.01252912
38.6656, 0.01253946
38.6742, 0.01249912
38.6753, 0.01244209
38.6753, 0.01369076
38.6753, 0.01263444
38.6763, 0.01749096
38.6763, 0.01125044
38.6773, 0.00872198
38.6783, 0.01247540
38.6783, 0.01001085
38.6783, 0.01008186
38.6783, 0.01251143
38.6783, 0.00994587
38.6793, 0.01135592
38.6793, 0.00992645
38.6793, 0.01380220
38.6793, 0.01500698
38.6807, 0.00751613
38.6807, 0.01380220
38.6893, 0.01489984
38.6904, 0.01250358
38.6904, 0.01627923
38.6904, 0.01000457
38.6919, 0.01253946
38.6929, 0.01003440
38.6939, 0.01129624
38.6939, 0.01127961
38.6949, 0.01374168
38.6949, 0.01122771
38.6949, 0.01240174
38.6964, 0.00987636
38.6976, 0.01001085
38.6976, 0.01120315
38.6976, 0.01122621
38.6976, 0.01252912
38.6976, 0.01505427
38.7047, 0.01130235
38.7047, 0.01376805
38.7047, 0.01382344
38.7061, 0.01243273
38.7061, 0.01000638
38.7061, 0.01365042
38.7061, 0.01252218
38.7061, 0.00759258
38.7061, 0.01114529
38.7061, 0.01368993
38.7061, 0.01246861
38.7061, 0.01377500
38.7061, 0.00996944
38.7128, 0.01368630
38.7128, 0.01250102
38.7128, 0.00876564
38.7219, 0.01269669
38.7219, 0.01372044
38.7236, 0.01128128
38.7236, 0.01249664
38.7266, 0.01254294
38.7266, 0.01255186
38.7276, 0.00987916
38.7276, 0.01251657
38.7286, 0.01374070
38.7286, 0.01236396
38.7347, 0.01382592
