Time(s), Force_Z
11.9758, 0.00247912
11.9773, 0.00004079
11.9773, 0.00247912
11.9783, 0.00500692
11.9783, 0.00489390
11.9783, 0.00126128
11.9783, 0.00488581
11.9783, 0.00134370
11.9783, 0.00619583
11.9798, 0.00510173
11.9798, 0.00375220
11.9798, 0.00384528
11.9914, 0.00379013
11.9914, 0.00504205
11.9924, 0.00382585
11.9934, 0.00252211
11.9934, 0.00499030
11.9948, 0.00496393
11.9958, 0.00242903
11.9968, 0.00641878
11.9968, 0.00617029
11.9968, 0.00256352
11.9968, 0.00753660
11.9968, 0.00377857
11.9982, 0.00377857
11.9982, 0.00260023
12.0074, 0.00372863
12.0089, -0.00377347
12.0089, 0.00488664
12.0089, 0.00255626
12.0099, 0.00375666
12.0099, 0.00515787
12.0099, 0.00487531
12.0099, 0.00260718
12.0099, 0.00750510
12.0109, 0.00380245
12.0119, 0.00372848
12.0131, 0.00260023
12.0131, 0.00242192
12.0131, 0.00623965
12.0131, 0.00126656
12.0131, 0.00499393
12.0131, 0.00117869
12.0131, -0.00254338
12.0226, 0.00257998
12.0240, 0.00623435
12.0240, 0.00375220
12.0255, 0.00380213
12.0255, 0.00748303
12.0265, 0.00123309
12.0265, 0.00115679
12.0265, 0.00252906
12.0279, 0.00380940
12.0279, 0.00512992
12.0279, 0.00252906
12.0279, 0.00135767
12.0279, 0.00507536
12.0279, 0.00124036
12.0279, -0.00003221
12.0279, 0.00496046
12.0382, 0.00127102
12.0387, 0.00244482
12.0387, 0.00500790
12.0387, 0.00132767
12.0387, 0.00240531
12.0387, 0.00247566
12.0397, 0.00505346
12.0397, 0.00122878
12.0397, 0.00112959
12.0397, 0.00631793
12.0397, 0.00128930
12.0397, 0.00629057
12.0412, 0.00255460
12.0412, 0.00249211
12.0412, 0.00500436
12.0539, 0.00625280
12.0553, 0.00250186
12.0553, 0.00375220
12.0553, 0.00373822
12.0553, 0.00130955
12.0564, 0.00247897
12.0564, 0.00374442
12.0564, 0.00498401
12.0564, -0.00005056
12.0574, 0.00123226
12.0584, 0.00498782
12.0584, -0.00001973
12.0584, 0.00119638
12.0704, 0.00372765
12.0719, 0.00257733
12.0719, 0.00125401
12.0719, 0.00141404
12.0719, 0.00378122
12.0739, 0.00626420
12.0739, 0.00004508
12.0739, 0.00245525
12.0739, 0.00252211
12.0739, 0.00014692
12.0753, 0.00504023
12.0753, 0.00252741
12.0764, 0.00252658
12.0764, 0.00378825
12.0764, -0.00004278
12.0774, 0.00500352
12.0774, 0.00254658
12.0846, 0.00626784
12.0856, 0.00119448
12.0856, 0.00007508
12.0856, 0.00369070
12.0856, 0.00494724
12.0856, 0.00386983
12.0856, 0.00372243
12.0869, 0.00637844
12.0869, 0.00628626
12.0869, 0.00139379
12.0869, 0.00377857
12.0869, 0.00244846
12.0869, 0.00497799
12.0869, 0.00125681
12.0879, 0.00375914
12.0889, 0.00126045
12.0889, 0.00380577
12.0889, 0.00375666
12.0889, 0.00001094
12.1002, 0.00367408
12.1002, 0.00125598
12.1024, 0.00250632
12.1024, 0.00258957
12.1037, 0.00628726
12.1037, -0.00125535
12.1047, -0.00009007
12.1047, 0.00248094
12.1047, 0.00754628
12.1047, 0.00370822
12.1060, 0.00630735
12.1060, 0.00502807
12.1160, 0.00255807
12.1160, 0.00239820
12.1160, 0.00254145
12.1160, 0.00496938
12.1182, 0.00628015
12.1182, 0.00120226
12.1182, 0.00742335
12.1182, 0.00246235
12.1182, 0.00372517
12.1182, 0.00251047
12.1182, 0.00374079
12.1182, 0.00752081
12.1182, 0.00504816
12.1199, 0.00244829
12.1199, 0.00501387
12.1199, 0.00383197
12.1349, -0.00000402
12.1349, 0.00379171
12.1359, -0.00003221
12.1359, -0.00129834
12.1359, 0.00383741
12.1359, 0.00507173
12.1359, 0.00505444
12.1359, -0.00003304
12.1359, 0.00503842
12.1383, 0.00498600
12.1383, 0.00254750
12.1383, 0.00363564
12.1383, 0.00261081
12.1383, 0.00128583
12.1498, 0.00131402
12.1498, 0.00245457
12.1498, 0.00510620
12.1498, 0.00009154
12.1509, 0.00126474
12.1509, 0.00491929
12.1509, 0.00014526
12.1509, 0.00375839
12.1524, 0.00131733
12.1524, 0.00122863
12.1524, 0.00123921
12.1538, 0.00003814
12.1543, 0.00375038
12.1543, 0.00243168
12.1543, 0.00246788
12.1543, 0.00118316
12.1553, 0.00628643
12.1553, 0.00243350
12.1564, 0.00631793
12.1637, 0.00136047
12.1637, 0.00242027
12.1650, 0.00250451
12.1650, 0.00496839
12.1650, 0.00117869
12.1650, 0.00006797
12.1661, 0.00499393
12.1661, 0.00499444
12.1661, 0.00376799
12.1661, 0.00382246
12.1661, 0.00121647
12.1661, 0.00491467
12.1661, 0.00255724
12.1661, 0.00110140
12.1661, 0.00632058
12.1661, 0.00242820
12.1661, 0.00129278
12.1661, 0.00246151
12.1800, 0.00499211
12.1810, 0.00628792
12.1810, 0.00119895
12.1810, 0.00493590
12.1810, 0.00254583
12.1835, 0.00120672
12.1835, 0.00128136
12.1845, 0.00497450
12.1855, 0.00001788
12.1855, 0.00120953
12.1885, 0.00505081
12.1900, 0.00496393
12.1900, 0.00632669
12.1900, 0.00250004
12.1913, 0.00378220
12.1913, 0.00248260
12.1913, 0.00258081
12.1923, 0.00378634
12.1923, 0.00374525
12.1938, 0.00136047
12.1952, 0.00264148
12.1952, 0.00255460
12.1952, 0.00365316
12.1952, 0.00389363
12.1952, 0.00136825
12.1963, 0.00377857
12.1963, 0.00242820
12.1963, 0.00131733
12.1963, 0.00374079
12.2043, 0.00376882
12.2043, 0.00247044
12.2043, 0.00501038
12.2043, 0.00379865
12.2043, 0.00513927
12.2043, 0.00623617
12.2043, 0.00388752
12.2043, 0.00621957
12.2055, 0.00247549
12.2055, 0.00374525
12.2172, 0.00507816
12.2172, 0.00260023
12.2172, 0.00506759
12.2172, 0.00131038
12.2172, 0.00376799
12.2184, 0.00496756
12.2184, 0.00242390
12.2184, 0.00256072
12.2184, 0.00364952
12.2323, 0.00370491
12.2336, 0.00501237
12.2350, 0.00124813
12.2350, 0.00125681
12.2350, -0.00006635
12.2350, 0.00120589
12.2350, 0.00132542
12.2350, 0.00118564
12.2350, 0.00487350
12.2364, 0.00367128
12.2364, -0.00120526
12.2364, 0.00374773
12.2364, 0.00379171
12.2384, 0.00126045
12.2483, 0.00623980
12.2483, 0.00379278
12.2483, 0.00507453
12.2483, 0.00118647
12.2483, 0.00376534
12.2483, 0.00125318
12.2483, 0.00375402
12.2483, 0.00126459
12.2483, 0.00755322
12.2483, 0.00622303
12.2483, 0.00254931
12.2483, 0.00380494
12.2483, 0.00009948
12.2483, 0.00629337
12.2483, 0.00375500
12.2483, 0.00117952
12.2483, 0.00256684
12.2483, 0.00370491
12.2483, 0.00007145
12.2483, 0.00238091
12.2636, 0.00640481
12.2646, 0.00499113
12.2646, 0.00629850
12.2646, 0.00371442
12.2646, 0.00361787
12.2646, 0.00252649
12.2646, 0.00380675
12.2646, 0.00240448
12.2646, 0.00117952
12.2657, 0.00497715
12.2788, 0.00249574
12.2788, -0.00248650
12.2788, 0.00123309
12.2798, 0.00490267
12.2798, 0.00119812
12.2798, 0.00247995
12.2798, 0.00497087
12.2798, 0.00510453
12.2798, 0.00252989
12.2811, 0.00379088
12.2811, 0.00121284
12.2811, 0.00514488
12.2811, 0.00385057
12.2811, 0.00119085
12.2811, 0.00000111
12.2811, 0.00248623
12.2811, 0.00502807
12.2952, 0.00120309
12.2952, 0.00386643
12.2952, 0.00133675
12.2952, 0.00380312
12.2952, 0.00004145
12.2952, 0.00509810
12.2952, 0.00130525
12.2952, -0.00126592
12.2964, 0.00634066
12.2964, 0.00740145
12.2975, 0.00746816
12.2975, 0.00498418
12.2975, -0.00248180
12.2975, 0.00373822
12.2975, 0.00260998
12.3097, 0.00496113
12.3097, 0.00504205
12.3097, 0.00373474
12.3097, 0.00125681
12.3107, 0.00244292
12.3107, 0.00371790
12.3107, 0.00244912
12.3107, 0.00748561
12.3107, -0.00115970
12.3107, 0.00374260
12.3122, -0.00122105
12.3126, 0.00115232
12.3136, 0.00499113
12.3136, 0.00618972
12.3146, -0.00000304
12.3146, 0.00128681
12.3146, 0.00504107
12.3257, 0.00502807
12.3257, 0.00247912
12.3257, 0.00131385
12.3270, 0.00252906
12.3270, 0.00623006
12.3270, 0.00256684
12.3270, 0.00133592
12.3270, 0.00490326
12.3285, 0.00243168
12.3285, 0.00237811
12.3285, 0.00377940
12.3285, 0.00371624
12.3300, 0.00128848
12.3300, 0.00248797
12.3300, 0.00502807
12.3322, 0.00110503
12.3322, 0.00388306
12.3423, 0.00126128
12.3423, 0.00377940
12.3423, 0.00375500
12.3423, 0.00013551
12.3438, 0.00120953
12.3449, 0.00253269
12.3449, -0.00241964
12.3449, 0.00120407
12.3449, 0.00120854
12.3449, 0.00755603
12.3459, 0.00253964
12.3459, 0.00253600
12.3459, 0.00251773
12.3459, 0.00743574
12.3459, 0.00496476
12.3459, 0.00375500
12.3473, -0.00000849
12.3478, 0.00622765
12.3478, -0.00129032
12.3569, 0.00388487
12.3579, 0.00375137
12.3579, 0.00128401
12.3579, 0.00751810
12.3579, 0.00505444
12.3589, 0.00255278
12.3599, -0.00256793
12.3599, -0.00004362
12.3599, 0.00126739
12.3599, -0.00370759
12.3599, 0.00621427
12.3614, 0.00371707
12.3614, 0.00245987
12.3614, 0.00013295
12.3734, 0.00630553
12.3749, 0.01004083
12.3749, 0.00240085
12.3749, 0.00619946
12.3760, 0.00374162
12.3760, 0.00117869
12.3760, 0.00370822
12.3760, 0.00372070
12.3760, 0.00138767
12.3760, 0.00382866
12.3775, 0.00370756
12.3789, -0.00122022
12.3789, 0.00383032
12.3789, 0.00248508
12.3883, 0.00509562
12.3883, 0.00370408
12.3883, 0.00247995
12.3883, 0.00118647
12.3883, 0.00128318
12.3898, 0.00117952
12.3898, 0.00489465
12.3898, 0.00123226
12.3898, 0.00129459
12.3898, 0.00124987
12.3898, 0.00496393
12.3898, 0.00377245
12.3898, 0.00371185
12.3898, 0.00252295
12.3898, 0.00125681
12.3898, 0.00260718
12.3910, 0.00251243
12.4039, 0.00263619
12.4039, -0.00125535
12.4049, -0.00250552
12.4049, 0.00618640
12.4049, 0.00128401
12.4049, 0.00240183
12.4049, 0.00370756
12.4049, 0.00636801
12.4049, 0.00003814
12.4049, 0.00501303
12.4049, 0.00376882
12.4059, -0.00130528
12.4059, 0.00388124
12.4059, 0.00492707
12.4210, 0.00386115
12.4210, 0.00260453
12.4210, -0.00004973
12.4223, 0.00243168
12.4223, 0.00245177
12.4223, -0.00000932
12.4246, -0.00004263
12.4246, 0.00743294
12.4260, 0.00120953
12.4260, 0.00365399
12.4260, 0.00622055
12.4260, 0.00367854
12.4260, -0.00002941
12.4273, 0.00489623
12.4354, 0.00501055
12.4354, 0.00379617
12.4354, 0.00123226
12.4354, 0.00506759
12.4364, 0.00256782
12.4364, 0.00126822
12.4364, 0.00380395
12.4378, 0.00374790
12.4378, 0.00517985
12.4378, 0.00124904
12.4378, 0.00110503
12.4390, 0.00006880
12.4400, 0.00390066
12.4400, 0.00372500
12.4400, 0.00132096
12.4410, 0.00377079
12.4410, 0.00371525
12.4410, 0.00879910
12.4418, 0.00265744
12.4418, 0.00255906
12.4510, 0.00129013
12.4510, 0.00126656
12.4510, 0.00113555
12.4525, 0.00244581
12.4525, 0.00495442
12.4549, 0.00260718
12.4549, 0.00487871
12.4561, 0.00372500
12.4561, 0.00361952
12.4561, 0.00247549
12.4561, 0.00262288
12.4561, 0.00251600
12.4561, 0.00247466
12.4561, 0.00628974
12.4561, 0.00871403
12.4671, 0.00512265
12.4681, 0.00256320
12.4681, 0.00379519
12.4695, 0.00631793
12.4695, -0.00006272
12.4700, 0.00365399
12.4700, 0.00001425
12.4700, 0.00495978
12.4700, 0.00620831
12.4700, 0.00376534
12.4700, 0.00247897
12.4711, 0.00496658
12.4726, 0.00614136
12.4726, 0.00380312
12.4740, 0.00503775
12.4833, 0.00631793
12.4843, 0.00133410
12.4843, -0.00001278
12.4843, 0.00247119
12.4858, 0.00628378
12.4858, 0.00507536
12.4876, 0.00237728
12.4876, 0.00261412
12.4876, 0.00379799
12.4886, 0.00250715
12.4886, 0.00134022
12.4886, 0.00374955
12.4886, 0.00366350
12.4886, 0.00509991
12.4886, 0.00380312
12.4886, 0.00385669
12.4886, 0.00378649
12.4886, 0.00256865
12.4979, 0.00377940
12.4989, 0.00365739
12.4989, 0.00127592
12.4989, 0.00379882
12.4989, 0.00374442
12.4989, 0.00734341
12.4999, 0.00123921
12.4999, 0.00254583
12.4999, -0.00109993
12.5014, 0.00498765
12.5014, 0.00123739
12.5024, 0.00503758
12.5038, 0.00370747
12.5049, 0.00365316
12.5049, 0.00495335
12.5096, 0.00379534
12.5113, -0.00130892
12.5113, 0.00497534
12.5113, -0.00012951
12.5113, 0.00628974
12.5113, 0.00376882
12.5113, 0.00255989
12.5113, 0.00504387
12.5113, 0.00621948
12.5113, 0.00374344
12.5113, 0.00242903
12.5123, 0.00254666
12.5135, 0.00136825
12.5135, -0.00001641
12.5148, 0.00255972
12.5148, 0.00125598
12.5251, 0.00246681
12.5261, 0.00252724
12.5261, 0.00627478
12.5261, 0.00486375
12.5261, 0.00120589
12.5276, 0.00255543
12.5276, 0.00376542
12.5297, 0.00252989
12.5297, 0.00505263
12.5349, 0.00370211
12.5349, 0.00504470
12.5349, 0.00254666
12.5349, 0.00130675
12.5361, 0.00260718
12.5361, 0.00502196
12.5361, 0.00888697
12.5376, 0.00374245
12.5376, 0.00635910
12.5376, 0.00496046
12.5376, 0.00376716
12.5376, 0.00747874
12.5390, 0.00257568
12.5390, 0.00497170
12.5390, 0.00244217
12.5509, 0.00751983
12.5509, 0.00260983
12.5524, 0.00248260
12.5524, 0.00255211
12.5539, 0.00505957
12.5539, 0.00000730
12.5549, 0.00124102
12.5549, 0.00263801
12.5564, 0.00241762
12.5659, 0.00129096
12.5659, 0.00373194
12.5659, 0.00124087
12.5659, -0.00006107
12.5659, 0.00378303
12.5659, 0.00376096
12.5673, 0.00136047
12.5673, 0.00124004
12.5683, 0.00252724
12.5683, 0.00247549
12.5683, 0.00507900
12.5683, 0.00126739
12.5683, 0.00358984
12.5683, 0.00242903
12.5699, 0.00750230
12.5699, 0.00615557
12.5699, 0.00618888
12.5797, 0.00617831
12.5811, 0.00250269
12.5811, 0.00129981
12.5811, 0.00254690
12.5811, 0.00137188
12.5811, 0.00368525
12.5811, 0.00371963
12.5811, 0.00256609
12.5826, 0.00251327
12.5836, 0.00371177
12.5836, 0.00126226
12.5836, 0.00001788
12.5836, 0.00124904
12.5836, 0.00373542
12.5963, 0.00114886
12.5973, 0.00616252
12.5973, 0.00625908
12.5973, 0.00497799
12.5973, 0.00503758
12.5973, 0.00255989
12.5984, 0.00382866
12.5998, 0.00369863
12.6008, 0.00123309
12.6008, 0.00247897
12.6013, 0.00512992
12.6013, 0.00377940
12.6013, 0.00382949
12.6013, 0.00494369
12.6112, -0.00000766
12.6122, 0.00494814
12.6132, 0.00385586
12.6132, 0.00500171
12.6132, 0.00384528
12.6142, 0.00371888
12.6142, 0.00371012
12.6142, 0.00500948
12.6155, 0.00506147
12.6165, 0.00370574
12.6165, 0.00377592
12.6165, 0.00490160
12.6165, 0.00241679
12.6165, 0.00377395
12.6165, 0.00369433
12.6179, 0.00257047
12.6179, 0.00759357
12.6179, -0.00257505
12.6269, 0.00382949
12.6269, 0.00366713
12.6269, 0.00241416
12.6269, 0.00248690
12.6279, 0.00009171
12.6279, 0.00376799
12.6296, 0.00499476
12.6296, 0.00619055
12.6296, 0.00497104
12.6296, 0.00133410
12.6296, 0.00125681
12.6308, 0.00375583
12.6308, 0.00248260
12.6308, 0.00122258
12.6308, 0.00494301
12.6316, 0.00755322
12.6438, 0.00497972
12.6438, 0.00253419
12.6438, 0.00249574
12.6438, 0.00486572
12.6438, 0.00622923
12.6452, 0.00627312
12.6452, 0.00373211
12.6457, -0.00008313
12.6457, 0.00259139
12.6477, 0.00505164
12.6477, 0.00009600
12.6477, 0.00499361
12.6477, 0.00510173
12.6477, 0.00492358
12.6578, 0.00123044
12.6578, 0.00126739
12.6588, 0.00240894
12.6588, 0.00000284
12.6588, 0.00133410
12.6588, 0.00497021
12.6598, 0.00119457
12.6598, 0.00250632
12.6610, 0.00250632
12.6610, 0.00238613
12.6610, 0.00381023
12.6610, 0.00491036
12.6625, 0.00128038
12.6625, 0.00121828
12.6636, 0.00368292
12.6646, 0.00252128
12.6646, 0.00380312
12.6731, 0.00252906
12.6731, 0.00245540
12.6744, 0.00253269
12.6744, 0.00750230
12.6759, 0.00375500
12.6769, 0.00995833
12.6769, 0.00252211
12.6769, 0.00380857
12.6779, 0.00253517
12.6779, 0.00376542
12.6779, 0.00122713
12.6779, 0.00014874
12.6779, -0.00115780
12.6779, 0.00242722
12.6779, 0.00507205
12.6779, 0.00498931
12.6897, 0.00631709
12.6910, 0.00616600
12.6910, 0.00255278
12.6910, 0.00118316
12.6910, 0.00381891
12.6925, 0.00001788
12.6925, 0.00366267
12.6939, 0.00750057
12.6939, 0.00499807
12.6939, 0.00256419
12.6945, 0.00633092
12.6957, 0.00249408
12.6957, 0.00251260
12.6957, 0.00379171
12.7056, 0.00377162
12.7056, 0.00362399
12.7056, 0.00126029
12.7070, 0.00746294
12.7070, 0.00496393
12.7070, 0.00252823
12.7070, 0.00380675
12.7070, 0.00121382
12.7070, 0.00134203
12.7070, 0.00385684
12.7070, 0.00126558
12.7070, 0.00494995
12.7070, 0.00637579
12.7070, 0.00006880
12.7070, 0.00255361
12.7070, 0.00502113
12.7070, 0.00125961
12.7210, 0.00374427
12.7210, 0.00126822
12.7210, 0.00249128
12.7210, 0.00259502
12.7210, -0.00125171
12.7210, 0.00260635
12.7210, 0.00132534
12.7233, 0.00379617
12.7233, 0.00253352
12.7243, 0.00257047
12.7243, 0.00252211
12.7243, 0.00248177
12.7381, 0.00252823
12.7381, 0.00497021
12.7391, 0.00505263
12.7391, 0.00497352
12.7391, 0.00504750
12.7391, 0.00502361
12.7391, 0.00500344
12.7391, 0.00386363
12.7401, 0.00641878
12.7401, 0.00367408
12.7412, 0.00258444
12.7412, 0.00001788
12.7412, 0.00372931
12.7422, 0.00743393
12.7422, 0.00488929
12.7422, 0.00369252
12.7437, 0.00500436
12.7506, 0.00247897
12.7506, 0.00255989
12.7506, 0.00373716
12.7506, 0.00248623
12.7518, 0.00128491
12.7518, 0.00251493
12.7523, 0.00378825
12.7523, 0.00254062
12.7535, 0.00373905
12.7535, 0.00134882
12.7546, -0.00122799
12.7546, 0.00387165
12.7546, 0.00366532
12.7546, 0.00374888
12.7546, 0.00368375
12.7560, 0.00242474
12.7560, 0.00112860
12.7560, 0.00515712
12.7560, 0.00374079
12.7655, 0.00376799
12.7655, 0.00629171
12.7655, 0.00380675
12.7655, 0.00237448
12.7655, 0.00370574
12.7655, 0.00009517
12.7668, 0.00364341
12.7668, 0.00374079
12.7668, 0.00502196
12.7668, 0.00001705
12.7668, 0.00117952
12.7679, 0.00117952
12.7679, 0.00253170
12.7814, -0.00126344
12.7824, 0.00381891
12.7839, 0.00505611
12.7844, 0.00753660
12.7844, 0.00501038
12.7844, 0.00623089
12.7844, 0.00252641
12.7844, 0.00365202
12.7844, 0.00370771
12.7844, 0.00371111
12.7857, 0.00369070
12.7867, 0.00257998
12.7969, 0.00621609
12.7969, 0.00748568
12.7969, 0.00134468
12.7969, 0.00373128
12.7980, 0.00000284
12.7980, 0.00372863
12.7980, 0.00371012
12.7994, 0.00507536
12.7994, 0.00491830
12.7994, 0.00753660
12.7999, 0.00130773
12.7999, 0.00618888
12.7999, 0.00379981
12.7999, 0.00875959
12.7999, 0.00375485
12.7999, 0.00502724
12.7999, 0.00754265
12.7999, 0.00379436
12.8123, 0.00382949
12.8136, 0.00508081
12.8136, -0.00005661
12.8136, 0.00382585
12.8136, 0.00626420
12.8136, 0.00382866
12.8148, 0.00247897
12.8148, 0.00248442
12.8148, 0.00624064
12.8148, 0.00507983
12.8148, 0.00504568
12.8148, 0.00380577
12.8148, 0.00248260
12.8148, 0.00130955
12.8280, 0.00368465
12.8280, 0.00379254
12.8280, 0.00238174
12.8300, 0.00125598
12.8300, 0.00378038
12.8300, 0.00236753
12.8300, 0.00505346
12.8315, 0.00136742
12.8315, 0.00633372
12.8315, 0.00128401
12.8327, 0.00750940
12.8327, 0.00255626
12.8327, 0.00371376
12.8341, 0.00626957
12.8439, 0.00620551
12.8450, 0.00247549
12.8450, 0.00492707
12.8461, 0.00509562
12.8461, 0.00253269
12.8461, 0.00498055
12.8461, 0.00879827
12.8461, 0.00370831
12.8461, 0.00243183
12.8461, 0.00375500
12.8461, 0.00370301
12.8473, 0.00134551
12.8473, 0.00370822
12.8473, 0.00377940
12.8483, 0.00253004
12.8483, 0.00502196
12.8483, 0.00489623
12.8483, 0.00247119
12.8483, 0.00611243
12.8598, -0.00005139
12.8598, 0.00496030
12.8598, 0.00253269
12.8622, 0.00244134
12.8622, 0.00263355
12.8632, 0.00495079
12.8647, 0.00380577
12.8647, 0.00621692
12.8647, 0.00254583
12.8657, 0.00128583
12.8657, 0.00373294
12.8657, 0.00631429
12.8657, 0.00498055
12.8657, 0.00506577
12.8657, 0.00120953
12.8657, 0.00378825
12.8751, 0.00635729
12.8751, 0.00130344
12.8751, 0.00257212
12.8766, 0.00130857
12.8766, 0.00379171
12.8766, 0.00128220
12.8766, 0.00246854
12.8776, 0.00261081
12.8776, 0.00498666
12.8776, 0.00252295
12.8776, 0.00377857
12.8776, 0.00120672
12.8776, 0.00496393
12.8776, 0.00250995
12.8776, 0.00255906
12.8776, 0.00126128
12.8911, 0.00364771
12.8911, 0.00255807
12.8928, 0.00621865
12.8928, 0.00375666
12.8942, 0.00500254
12.8947, 0.00497799
12.8947, 0.00377773
12.8947, 0.00123044
12.8947, 0.00001788
12.8947, 0.00382254
12.8961, 0.00119705
12.8972, 0.00755951
12.9067, 0.00383130
12.9081, 0.00378137
12.9081, 0.00377577
12.9081, 0.00622643
12.9081, 0.00007228
12.9081, 0.00381808
12.9081, 0.00117258
12.9091, 0.00750230
12.9091, 0.00374525
12.9091, 0.00247912
12.9091, -0.00005577
12.9101, 0.00375220
12.9101, 0.00134551
12.9101, 0.00126128
12.9101, 0.00746196
12.9101, 0.00003367
12.9101, 0.00000754
12.9101, 0.00746816
12.9122, 0.00754173
12.9122, 0.00373905
12.9238, 0.00239125
12.9248, 0.00001788
12.9248, 0.00500427
12.9248, 0.00377228
12.9248, 0.00005400
12.9248, 0.00245606
12.9248, 0.00621525
12.9248, 0.00255641
12.9248, 0.00353198
12.9248, 0.00384090
12.9248, 0.00374790
12.9248, 0.00250632
12.9248, 0.00379254
12.9262, 0.00635910
12.9262, 0.00496211
12.9384, 0.00502527
12.9401, 0.00368375
12.9401, 0.00249211
12.9401, 0.00130344
12.9401, 0.00494995
12.9401, 0.00382519
12.9401, 0.00373822
12.9401, 0.00001765
12.9401, 0.00140883
12.9401, 0.00879132
12.9401, 0.00376104
12.9401, 0.00510173
12.9401, 0.00246235
12.9544, 0.00635729
12.9544, 0.00630115
12.9554, 0.00125681
12.9566, 0.00489358
12.9566, 0.00123673
12.9566, -0.00002353
12.9566, 0.00376799
12.9578, 0.00509842
12.9578, 0.00501122
12.9578, -0.00009090
12.9590, 0.00243318
12.9590, 0.00515712
12.9590, 0.00373468
12.9590, 0.00136312
12.9601, 0.00001788
12.9697, 0.00502626
12.9697, 0.00120324
12.9709, 0.00244119
12.9709, 0.00500171
12.9709, 0.00117092
12.9722, 0.00371790
12.9732, 0.00142975
12.9732, 0.00383130
12.9745, 0.00249574
12.9755, 0.00259222
12.9755, 0.00375220
12.9766, 0.00371525
12.9766, 0.00755322
12.9766, -0.00006370
12.9766, 0.00620551
12.9766, 0.00009517
12.9766, 0.00381891
12.9766, 0.00263173
12.9766, 0.00129716
12.9856, 0.00260030
12.9856, 0.00376104
12.9856, 0.00247466
12.9856, 0.00387942
12.9870, 0.00114281
12.9870, 0.00509479
12.9881, 0.00367771
12.9891, 0.00126724
12.9891, 0.00373384
12.9891, 0.00365828
12.9891, 0.00504816
12.9891, 0.00380229
12.9891, 0.00245540
12.9891, 0.00247995
12.9891, 0.00377410
12.9891, 0.00741617
12.9896, -0.00005229
12.9896, 0.00135246
13.0011, 0.00129542
13.0011, 0.00124797
13.0011, 0.00626006
13.0011, 0.00744790
13.0024, 0.00131402
13.0036, 0.00510620
13.0046, 0.00750594
13.0046, 0.00375583
13.0046, 0.00745237
13.0046, 0.00139643
13.0046, 0.00388306
13.0046, -0.00009817
13.0171, 0.00247649
13.0171, -0.00005297
13.0171, 0.00370747
13.0186, -0.00002592
13.0186, 0.00128401
13.0186, 0.00502113
13.0186, 0.00253352
13.0186, 0.00619484
13.0186, -0.00125353
13.0197, 0.00628709
13.0207, 0.00375666
13.0207, 0.00632752
13.0207, 0.00500502
13.0207, 0.00123393
13.0207, 0.00764887
13.0331, 0.00507536
13.0331, 0.00252906
13.0331, 0.00507816
13.0341, 0.00370491
13.0341, 0.00246756
13.0341, 0.00499658
13.0341, 0.00863591
13.0351, 0.00491218
13.0351, 0.00504023
13.0351, 0.00365828
13.0351, 0.00490591
13.0351, 0.00518332
13.0351, 0.00125780
13.0351, 0.00496575
13.0351, 0.00240168
13.0351, 0.00382254
13.0351, -0.00003915
13.0351, 0.00245623
13.0488, 0.00623617
13.0488, 0.00376021
13.0498, 0.00615111
13.0498, 0.00373574
13.0498, 0.00490937
13.0498, -0.00000849
13.0498, 0.00129542
13.0510, 0.00372500
13.0522, 0.00243425
13.0522, 0.00382320
13.0535, 0.00386983
13.0535, 0.00256782
13.0535, 0.00141222
13.0645, 0.00497170
13.0645, 0.00493326
13.0645, 0.00120407
13.0645, 0.00383652
13.0645, 0.00616583
13.0645, 0.00633107
13.0645, 0.00379081
13.0645, 0.00374525
13.0645, 0.00371707
13.0645, 0.00377857
13.0645, 0.00249756
13.0645, 0.00634513
13.0645, 0.00376716
13.0657, 0.00369886
13.0657, -0.00000485
13.0657, 0.00386032
13.0657, 0.00372765
13.0657, 0.00119290
13.0657, -0.00011810
13.0799, 0.00875461
13.0799, 0.00374773
13.0799, 0.00500617
13.0799, 0.00247897
13.0799, 0.00630115
13.0799, -0.00131586
13.0799, 0.00376980
13.0799, 0.00508851
13.0799, 0.00631429
13.0799, 0.00371707
13.0799, 0.00750510
13.0799, 0.00512214
13.0957, 0.00861666
13.0957, 0.00250549
13.0957, 0.00139825
13.0957, 0.00380312
13.0972, 0.00377758
13.0982, 0.00003814
13.0982, 0.00368987
13.0982, 0.00254220
13.0997, 0.00500510
13.0997, 0.00383312
13.0997, 0.00245442
13.1005, 0.00626436
13.1005, 0.00110420
13.1005, 0.00251508
13.1023, 0.00494301
13.1117, 0.00251327
13.1122, 0.00257485
13.1136, 0.00001094
13.1136, 0.00240546
13.1151, 0.00379171
13.1151, 0.00500692
13.1151, 0.00008889
13.1151, 0.00367771
13.1151, 0.00753478
13.1162, -0.00002419
13.1162, 0.00620980
13.1162, 0.00235454
13.1162, 0.00259940
13.1162, 0.00250269
13.1162, 0.00491649
13.1176, 0.00626617
13.1186, 0.00130773
13.1186, 0.00255626
13.1186, 0.00372485
13.1186, 0.00121301
13.1186, 0.00615277
13.1274, 0.00132799
13.1286, 0.00380592
13.1286, 0.00491664
13.1286, 0.00498666
13.1298, 0.00502874
13.1298, 0.00504816
13.1298, 0.00131650
13.1298, 0.00250549
13.1298, -0.00006635
13.1298, 0.00383758
13.1298, -0.00001543
13.1298, -0.00119468
13.1298, 0.00253534
13.1313, 0.00376277
13.1327, 0.00380577
13.1337, 0.00756380
